,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3.1,PPA,CrsPA,PrgP,TotDist.1,PrgDist.1,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
250,Carlos Dominguez,CB,2023-2024,22,Spain,Celta Vigo,La Liga,22,1584,17.6,18,4,15,0,0,0,0,0,0,0,681.0,864,78.8,3,72,3.0,0,63,12595,4749,257.0,302,85.1,353,398,88.7,63,134,47.0,592,2792,1490.0,11.0,11,1,17.0,2,629,3.0,36,30,54.5,33,21,17,9,7.0,23,37,62.2,14,24.0,12,12,22.0,55,78,0.0
251,Giulio Donati,CB,2023-2024,33,Italy,Monza,Serie A,4,36,0.4,0,4,28,0,0,0,0,0,0,0,38.0,46,82.6,3,0,1.0,1,3,656,213,18.0,21,85.7,18,21,85.7,2,3,66.7,30,120,58.0,0.0,2,0,3.0,0,39,5.0,0,2,0.0,0,0,0,0,0.0,0,0,,0,0.0,0,0,0.0,0,1,1.0
252,Patrick Dorgu,LB,2023-2024,18,Denmark,Lecce,Serie A,32,1564,17.4,17,15,4,2,0,2,2,0,0,0,582.0,729,79.8,18,31,13.0,7,49,9119,2695,305.0,338,90.2,215,266,80.8,40,77,51.9,535,2892,1460.0,37.0,34,4,41.0,20,567,86.0,27,25,51.9,43,22,22,17,4.0,22,34,64.7,12,16.0,5,11,9.0,52,45,2.0
253,Alberto Dossena,CB,2023-2024,24,Italy,Cagliari,Serie A,35,2977,33.1,33,2,1,2,4,6,2,0,0,0,1042.0,1305,79.8,12,71,4.0,0,89,22274,7809,279.0,324,86.1,597,680,87.8,158,271,58.3,774,3763,2159.0,9.0,6,0,22.0,10,849,2.0,118,68,63.4,55,35,43,12,0.0,32,48,66.7,16,50.0,27,23,45.0,100,172,2.0
254,Guela Doué,RB,2023-2024,20,Ivory Coast,Rennes,Ligue 1,24,1234,13.7,13,11,7,0,2,2,0,0,0,0,502.0,669,75.0,17,47,13.0,6,53,9050,2831,202.0,240,84.2,229,297,77.1,55,100,55.0,509,3429,1708.0,41.0,41,9,19.0,15,442,85.0,18,19,48.6,28,21,14,12,2.0,22,32,68.8,10,12.0,1,11,15.0,43,65,1.0
255,Alfie Doughty,LWB,2023-2024,23,England,Luton Town,Premier League,37,2925,32.5,34,3,0,2,8,10,2,0,0,0,1121.0,1686,66.5,70,71,43.0,24,106,20956,8325,496.0,571,86.9,431,571,75.5,166,426,39.0,897,5522,2794.0,94.0,52,28,51.0,13,968,164.0,23,12,65.7,63,40,29,18,16.0,37,82,45.1,45,51.0,9,42,31.0,94,43,4.0
256,Radu Drăgușin,CB,2023-2024,21,Romania,Tottenham,Premier League,28,2139,23.8,23,5,9,2,1,3,2,0,0,0,918.0,1091,84.1,7,32,2.0,0,37,16093,5154,363.0,418,86.8,493,541,91.1,49,99,49.5,731,3448,1660.0,11.0,8,2,6.0,5,807,14.0,67,31,68.4,21,14,14,6,1.0,11,12,91.7,1,23.0,16,7,29.0,50,106,3.0
257,Tim Drexler,CB,2023-2024,18,Germany,Hoffenheim,Bundesliga,8,573,6.4,6,2,3,0,0,0,0,0,0,0,315.0,349,90.3,1,14,0.0,0,12,5021,1532,158.0,168,94.0,141,148,95.3,11,22,50.0,263,1190,603.0,6.0,2,0,4.0,1,289,0.0,3,14,17.6,16,9,12,4,0.0,8,17,47.1,9,12.0,8,4,8.0,24,14,0.0
258,Domingos Duarte,CB,2023-2024,28,Portugal,Getafe,La Liga,15,907,10.1,11,4,12,0,0,0,0,0,0,0,294.0,380,77.4,2,40,1.0,1,47,6753,2583,67.0,87,77.0,168,201,83.6,59,85,69.4,211,1150,728.0,7.0,1,0,5.0,2,236,0.0,14,10,58.3,7,4,6,0,1.0,5,7,71.4,2,7.0,5,2,8.0,15,27,0.0
259,Rubén Duarte,LB,2023-2024,27,Spain,Alavés,La Liga,28,1878,20.9,21,7,6,2,1,3,2,0,0,0,566.0,827,68.4,17,58,15.0,10,81,11070,5341,226.0,262,86.3,254,331,76.7,80,198,40.4,395,1913,981.0,16.0,15,2,10.0,4,468,39.0,27,26,50.9,39,20,21,16,2.0,21,31,67.7,10,21.0,6,15,23.0,62,69,0.0
260,Denzel Dumfries,RB,2023-2024,27,Netherlands,Inter,Serie A,31,1639,18.2,19,12,3,4,4,8,4,0,0,0,614.0,801,76.7,27,34,29.0,13,51,9956,2925,287.0,345,83.2,265,335,79.1,41,70,58.6,502,2532,1121.0,50.0,19,11,29.0,9,626,147.0,36,18,66.7,22,13,9,11,2.0,9,23,39.1,14,15.0,6,9,12.0,34,33,1.0
261,Paul Dummett,LB,2023-2024,31,Wales,Newcastle Utd,Premier League,5,20,0.2,0,5,24,0,0,0,0,0,0,0,21.0,23,91.3,0,2,0.0,0,1,320,76,10.0,10,100.0,11,12,91.7,0,1,0.0,12,54,33.0,1.0,0,0,0.0,0,20,0.0,1,0,100.0,1,0,1,0,0.0,1,1,100.0,0,0.0,0,0,0.0,1,1,0.0
262,Lewis Dunk,CB,2023-2024,31,England,Brighton,Premier League,33,2869,31.9,33,0,0,3,1,4,3,0,0,0,2977.0,3233,92.1,13,204,8.0,1,152,50791,19478,1343.0,1382,97.2,1340,1417,94.6,216,340,63.5,2417,10752,5605.0,33.0,18,2,9.0,2,2681,13.0,57,32,64.0,27,14,17,9,1.0,13,36,36.1,23,49.0,37,12,31.0,58,90,1.0
263,Jean-Kevin Duverne,CB,2023-2024,26,Haiti,Nantes,Ligue 1,19,1348,15.0,15,4,8,0,0,0,0,0,0,0,597.0,743,80.3,3,45,8.0,3,64,10059,4272,273.0,302,90.4,263,315,83.5,47,94,50.0,621,3240,1644.0,18.0,28,1,21.0,8,556,23.0,15,15,50.0,37,19,16,17,4.0,18,44,40.9,26,17.0,5,12,18.0,55,34,0.0
264,Enzo Ebosse,CB,2023-2024,24,Cameroon,Udinese,Serie A,1,8,0.1,0,1,0,0,0,0,0,0,0,0,12.0,15,80.0,0,1,0.0,0,1,222,57,4.0,4,100.0,7,9,77.8,1,2,50.0,12,38,21.0,0.0,0,0,0.0,0,12,0.0,0,0,,1,1,1,0,0.0,0,1,0.0,1,0.0,0,0,1.0,2,0,0.0
265,Tyronne Ebuehi,RB ,2023-2024,27,Nigeria,Empoli,Serie A,15,1099,12.2,11,4,7,0,1,1,0,0,0,0,426.0,570,74.7,11,22,9.0,4,37,6790,2586,233.0,260,89.6,152,205,74.1,29,66,43.9,345,2020,1217.0,34.0,14,6,19.0,4,360,35.0,8,18,30.8,14,9,9,5,0.0,7,11,63.6,4,9.0,4,5,6.0,20,27,1.0
266,John Egan,CB,2023-2024,30,Ireland,Sheffield Utd,Premier League,6,482,5.4,6,0,0,0,0,0,0,0,0,0,128.0,185,69.2,0,5,1.0,0,5,2449,988,38.0,49,77.6,79,92,85.9,9,38,23.7,106,485,233.0,0.0,2,0,2.0,1,133,1.0,14,8,63.6,6,4,4,2,0.0,4,11,36.4,7,10.0,4,6,13.0,19,39,1.0
267,Kingsley Ehizibue,RWB,2023-2024,28,Netherlands,Udinese,Serie A,23,955,10.6,11,12,1,0,1,1,0,0,0,0,175.0,257,68.1,8,10,7.0,5,15,2722,928,100.0,119,84.0,57,84,67.9,11,25,44.0,200,1268,596.0,18.0,10,7,17.0,10,198,44.0,12,13,48.0,22,14,16,4,2.0,11,18,61.1,7,21.0,3,18,8.0,30,36,0.0
268,Hjalmar Ekdal,CB,2023-2024,24,Sweden,Burnley,Premier League,8,437,4.9,5,3,12,0,0,0,0,0,0,0,191.0,217,88.0,1,8,0.0,0,11,3404,938,66.0,71,93.0,109,120,90.8,12,17,70.6,142,885,523.0,5.0,4,0,2.0,1,150,1.0,4,9,30.8,4,2,2,2,0.0,2,4,50.0,2,10.0,5,5,6.0,10,21,0.0
269,Aritz Elustondo,CB,2023-2024,29,Spain,Real Sociedad,La Liga,15,812,9.0,7,8,10,0,1,1,0,0,0,0,402.0,468,85.9,7,22,0.0,0,31,7493,2576,141.0,163,86.5,232,255,91.0,26,43,60.5,273,1407,661.0,4.0,5,1,3.0,3,322,2.0,29,13,69.0,11,7,5,4,2.0,6,14,42.9,8,12.0,10,2,7.0,18,26,0.0
270,Nico Elvedi,CB,2023-2024,26,Switzerland,Gladbach,Bundesliga,30,2482,27.6,28,2,1,2,1,3,2,0,0,0,1500.0,1690,88.8,3,74,4.0,1,109,26281,8034,585.0,646,90.6,821,874,93.9,72,124,58.1,1184,6532,3837.0,37.0,19,0,7.0,4,1270,6.0,72,46,61.0,33,18,22,10,1.0,18,24,75.0,6,40.0,25,15,43.0,76,150,2.0
271,Emerson,LB,2023-2024,24,Brazil,Tottenham,Premier League,22,1161,12.9,11,11,16,1,0,1,1,0,0,0,937.0,1038,90.3,3,42,7.0,2,57,13652,3714,529.0,558,94.8,339,362,93.6,32,45,71.1,686,2759,1292.0,21.0,19,2,15.0,12,814,35.0,15,21,41.7,36,24,23,10,3.0,21,43,48.8,22,23.0,10,13,20.0,56,50,1.0
272,Martin Erlic,CB,2023-2024,25,Croatia,Sassuolo,Serie A,32,2618,29.1,31,1,3,1,0,1,1,0,0,0,972.0,1214,80.1,0,76,6.0,0,78,19654,7045,307.0,357,86.0,530,594,89.2,129,243,53.1,690,3537,2051.0,19.0,8,1,10.0,0,824,11.0,55,48,53.4,37,22,26,8,3.0,20,30,66.7,10,31.0,16,15,28.0,65,128,1.0
273,Alfonso Espino,LB,2023-2024,31,Uruguay,Rayo Vallecano,La Liga,31,2507,27.9,29,2,6,0,1,1,0,0,0,0,1061.0,1423,74.6,28,74,25.0,10,113,17681,7831,522.0,588,88.8,436,559,78.0,79,182,43.4,725,3497,1887.0,41.0,26,10,42.0,18,887,89.0,13,26,33.3,67,45,43,22,2.0,30,82,36.6,52,26.0,4,22,40.0,107,63,0.0
274,Bernardo Espinosa,CB,2023-2024,34,Colombia,Girona,La Liga,2,2,0.0,0,2,11,0,0,0,0,0,0,0,7.0,8,87.5,0,0,0.0,0,0,141,46,3.0,3,100.0,4,4,100.0,0,1,0.0,5,11,5.0,0.0,0,0,0.0,0,6,0.0,1,1,50.0,1,1,1,0,0.0,1,1,100.0,0,0.0,0,0,0.0,1,2,0.0
275,Maxime Estève,CB,2023-2024,21,France,Burnley,Premier League,28,2304,25.6,27,1,5,1,1,2,1,0,0,0,979.0,1190,82.3,6,57,0.0,0,63,16822,4824,418.0,473,88.4,478,542,88.2,64,134,47.8,796,4127,2363.0,23.0,22,3,10.0,4,849,13.0,44,35,55.7,43,22,26,17,0.0,28,47,59.6,19,34.0,19,15,45.0,88,106,0.0
276,Pervis Estupiñán,LB,2023-2024,25,Ecuador,Brighton,Premier League,19,1243,13.8,15,4,1,2,3,5,2,0,0,0,809.0,962,84.1,26,66,25.0,11,83,11736,3617,480.0,524,91.6,270,313,86.3,32,64,50.0,693,3046,1806.0,47.0,30,13,20.0,6,735,88.0,12,14,46.2,26,13,12,11,3.0,14,30,46.7,16,14.0,4,10,21.0,47,20,0.0
277,Jonny Evans,CB,2023-2024,35,Northern Ireland,Manchester Utd,Premier League,23,1392,15.5,15,8,3,0,1,1,0,0,0,0,729.0,832,87.6,6,29,3.0,0,37,11952,3843,323.0,350,92.3,344,374,92.0,40,72,55.6,567,2683,1441.0,7.0,5,0,5.0,3,625,1.0,36,18,66.7,22,14,20,2,0.0,12,21,57.1,9,25.0,18,7,23.0,45,76,0.0
278,Fali,CB,2023-2024,29,Spain,Cádiz,La Liga,30,2547,28.3,30,0,4,0,0,0,0,0,0,0,799.0,1050,76.1,4,76,5.0,1,82,17510,6817,215.0,243,88.5,440,505,87.1,137,278,49.3,643,3354,2047.0,16.0,8,0,6.0,2,696,10.0,39,39,50.0,41,26,29,11,1.0,21,36,58.3,15,38.0,24,14,27.0,68,120,0.0
279,Davide Faraoni,RWB,2023-2024,31,Italy,Hellas Verona,Serie A,19,994,11.0,11,8,14,0,2,2,0,0,0,0,418.0,552,75.7,12,43,11.0,6,45,7572,2905,173.0,198,87.4,174,219,79.5,57,99,57.6,349,1624,808.0,20.0,9,2,18.0,4,387,47.0,13,14,48.1,22,14,10,8,4.0,12,21,57.1,9,12.0,6,6,11.0,33,35,0.0
280,Federico Fazio,CB,2023-2024,36,Argentina,Salernitana,Serie A,17,1355,15.1,15,2,8,1,0,1,1,0,0,0,440.0,587,75.0,3,26,1.0,0,27,8392,3494,163.0,194,84.0,217,265,81.9,55,108,50.9,325,1521,825.0,2.0,0,0,8.0,3,370,2.0,50,21,70.4,18,11,14,4,0.0,8,14,57.1,6,22.0,19,3,17.0,35,99,1.0
281,Felipe,CB,2023-2024,34,Brazil,Nott'ham Forest,Premier League,7,375,4.2,4,3,5,0,0,0,0,0,0,0,183.0,215,85.1,2,10,0.0,0,6,3654,1412,61.0,70,87.1,97,105,92.4,21,33,63.6,147,692,361.0,1.0,1,0,3.0,1,156,0.0,14,6,70.0,12,9,9,3,0.0,9,12,75.0,3,4.0,1,3,4.0,16,12,0.0
282,Luiz Felipe,CB,2023-2024,26,Italy,Betis,La Liga,4,360,4.0,4,0,0,0,0,0,0,0,0,0,151.0,169,89.3,1,4,0.0,0,4,2591,996,59.0,62,95.2,78,86,90.7,9,14,64.3,106,499,145.0,0.0,0,0,1.0,0,129,0.0,2,6,25.0,7,3,5,2,0.0,4,5,80.0,1,10.0,4,6,4.0,11,16,0.0
283,Ohis Felix Uduokhai,CB,2023-2024,25,Germany,Augsburg,Bundesliga,33,2921,32.5,33,0,0,2,0,2,2,0,0,0,1349.0,1658,81.4,9,93,5.0,0,101,25826,9681,477.0,549,86.9,725,815,89.0,132,261,50.6,1077,5100,2608.0,25.0,11,1,17.0,7,1202,6.0,111,68,62.0,37,21,18,14,5.0,16,25,64.0,9,45.0,35,10,46.0,83,178,2.0
284,Kiko Femenía,RB,2023-2024,32,Spain,Villarreal,La Liga,23,1583,17.6,16,7,13,0,0,0,0,0,0,0,939.0,1121,83.8,7,84,6.0,3,100,15374,5968,468.0,497,94.2,403,467,86.3,58,120,48.3,627,3750,2073.0,46.0,27,1,18.0,5,743,45.0,10,11,47.6,35,25,19,13,3.0,19,34,55.9,15,21.0,6,15,31.0,66,45,0.0
285,Edimilson Fernandes,CB,2023-2024,27,Switzerland,Mainz 05,Bundesliga,21,1290,14.3,13,8,5,0,2,2,0,0,0,0,615.0,801,76.8,18,54,11.0,3,53,12814,5042,214.0,242,88.4,295,335,88.1,98,200,49.0,483,2609,1467.0,9.0,12,1,6.0,5,532,9.0,19,19,50.0,25,16,15,9,1.0,16,24,66.7,8,14.0,6,8,22.0,47,52,0.0
286,João Ferreira,CB,2023-2024,22,Portugal,Udinese,Serie A,35,1822,20.2,18,17,2,0,1,1,0,0,0,0,649.0,858,75.6,13,60,11.0,6,61,12106,5431,282.0,325,86.8,263,326,80.7,88,158,55.7,515,2764,1488.0,19.0,21,4,22.0,8,533,45.0,18,14,56.3,58,42,36,18,4.0,34,58,58.6,24,27.0,6,21,29.0,87,89,0.0
287,Max Finkgräfe,LB,2023-2024,19,Germany,Köln,Bundesliga,24,1756,19.5,18,6,2,1,0,1,1,0,0,0,598.0,859,69.6,23,46,12.0,7,53,10280,4077,277.0,339,81.7,270,355,76.1,45,118,38.1,495,3461,1845.0,51.0,35,11,37.0,24,527,59.0,23,27,46.0,65,39,40,25,0.0,39,74,52.7,35,35.0,10,25,22.0,87,39,0.0
288,Alessandro Florenzi,RB,2023-2024,32,Italy,Milan,Serie A,31,1732,19.2,19,12,5,1,4,5,1,0,0,0,1055.0,1277,82.6,45,97,25.0,9,106,19865,6858,433.0,459,94.3,454,519,87.5,144,250,57.6,816,4084,2195.0,29.0,28,1,17.0,5,916,50.0,7,17,29.2,43,21,26,12,5.0,26,48,54.2,22,16.0,9,7,20.0,63,25,1.0
289,Jonas Föhrenbach,LB,2023-2024,27,Germany,Heidenheim,Bundesliga,33,2788,31.0,32,1,0,0,0,0,0,0,0,0,1046.0,1462,71.5,13,74,24.0,13,96,20703,9260,382.0,457,83.6,508,652,77.9,146,288,50.7,777,4085,2496.0,44.0,32,2,22.0,11,860,69.0,37,22,62.7,44,24,24,14,6.0,19,36,52.8,17,34.0,19,15,31.0,75,70,0.0
290,Thomas Foket,RB,2023-2024,28,Belgium,Reims,Ligue 1,27,1833,20.4,22,5,5,0,1,1,0,0,0,0,862.0,1069,80.6,11,52,10.0,7,65,14686,4219,408.0,463,88.1,369,435,84.8,70,115,60.9,796,4095,1848.0,24.0,24,1,27.0,10,730,84.0,16,19,45.7,32,17,21,8,3.0,20,45,44.4,25,34.0,12,22,25.0,57,36,0.0
291,Héctor Fort,RB,2023-2024,16,Spain,Barcelona,La Liga,7,318,3.5,4,3,17,0,2,2,0,0,0,0,200.0,230,87.0,3,10,3.0,1,7,3004,748,121.0,129,93.8,65,76,85.5,11,19,57.9,144,572,197.0,3.0,3,0,1.0,2,174,38.0,0,3,0.0,6,5,5,1,0.0,4,10,40.0,6,0.0,0,0,2.0,8,4,0.0
292,Dimitri Foulquier,RB,2023-2024,30,France,Valencia,La Liga,33,1842,20.5,19,14,0,0,0,0,0,0,0,0,766.0,1042,73.5,14,47,14.0,6,72,11858,4675,394.0,463,85.1,308,382,80.6,42,118,35.6,577,3158,1668.0,42.0,32,6,34.0,16,659,64.0,10,17,37.0,39,22,22,13,4.0,18,26,69.2,8,10.0,1,9,16.0,55,49,1.0
293,Juan Foyth,RB,2023-2024,25,Argentina,Villarreal,La Liga,12,1062,11.8,12,0,0,1,1,2,1,0,0,0,565.0,690,81.9,5,50,7.0,2,51,9309,3470,290.0,320,90.6,226,270,83.7,40,66,60.6,426,2278,1192.0,19.0,28,3,17.0,7,494,28.0,26,16,61.9,26,15,18,8,0.0,12,27,44.4,15,17.0,4,13,12.0,38,44,0.0
294,Przemysław Frankowski,RWB,2023-2024,28,Poland,Lens,Ligue 1,30,2192,24.4,24,6,2,3,2,5,2,1,2,1,1008.0,1320,76.4,39,75,43.0,15,112,16279,5614,503.0,580,86.7,406,525,77.3,70,137,51.1,1056,5787,2415.0,56.0,42,6,36.0,15,997,210.0,17,26,39.5,60,39,25,26,9.0,31,74,41.9,43,30.0,7,23,25.0,85,36,0.0
295,Marco Friedl,CB,2023-2024,25,Austria,Werder Bremen,Bundesliga,25,2197,24.4,25,0,0,1,0,1,1,0,0,0,930.0,1081,86.0,1,49,4.0,1,59,19543,6566,250.0,275,90.9,536,572,93.7,141,215,65.6,751,3710,1801.0,4.0,6,0,13.0,5,786,2.0,40,41,49.4,53,32,38,15,0.0,36,48,75.0,12,45.0,29,16,35.0,88,129,0.0
296,Marvin Friedrich,CB,2023-2024,27,Germany,Gladbach,Bundesliga,24,1566,17.4,17,7,9,0,0,0,0,0,0,0,755.0,905,83.4,5,29,1.0,0,34,12979,5177,315.0,334,94.3,390,429,90.9,39,111,35.1,652,2780,1267.0,2.0,7,1,10.0,1,725,4.0,37,19,66.1,23,15,16,6,1.0,12,20,60.0,8,28.0,20,8,17.0,40,87,0.0
297,Jeremie Frimpong,RWB,2023-2024,22,Netherlands,Leverkusen,Bundesliga,31,2251,25.0,27,4,2,9,7,16,9,0,0,0,797.0,1026,77.7,45,20,36.0,15,49,10923,2301,541.0,622,87.0,206,279,73.8,29,49,59.2,824,6275,3756.0,153.0,62,73,51.0,37,941,348.0,13,13,50.0,26,17,12,7,7.0,8,20,40.0,12,26.0,0,26,7.0,33,17,0.0
298,Matteo Gabbia,CB,2023-2024,23,Italy,Milan,Serie A,25,1752,19.5,20,5,9,2,1,3,2,0,0,0,1082.0,1201,90.1,4,61,1.0,0,51,21384,6691,313.0,339,92.3,645,681,94.7,117,157,74.5,816,4060,2182.0,12.0,5,0,9.0,2,963,2.0,52,23,69.3,39,26,19,19,1.0,23,32,71.9,9,16.0,8,8,18.0,57,84,1.0
299,Javi Galán,LB,2023-2024,28,Spain,Atlético Madrid,La Liga,19,1163,12.9,13,6,15,0,1,1,0,0,0,0,571.0,717,79.6,12,36,17.0,11,49,9591,3034,281.0,312,90.1,241,296,81.4,40,80,50.0,479,2950,1739.0,49.0,18,5,21.0,14,521,83.0,10,7,58.8,43,26,17,21,5.0,19,35,54.3,16,25.0,1,24,15.0,58,20,1.0
300,Antonino Gallo,LB,2023-2024,23,Italy,Lecce,Serie A,35,2490,27.7,30,5,3,0,3,3,0,0,0,0,995.0,1408,70.7,47,85,44.0,32,125,18535,7959,418.0,478,87.4,422,560,75.4,130,290,44.8,804,4815,2858.0,69.0,53,12,27.0,13,848,101.0,25,33,43.1,43,27,31,11,1.0,31,49,63.3,18,34.0,9,25,25.0,68,67,0.0
301,Cristian Gamboa,RB,2023-2024,33,Costa Rica,Bochum,Bundesliga,22,1187,13.2,12,10,10,0,1,1,0,0,0,0,350.0,475,73.7,10,28,12.0,6,33,6353,2438,155.0,175,88.6,146,187,78.1,43,97,44.3,276,1235,527.0,12.0,11,0,11.0,3,282,16.0,12,9,57.1,24,18,12,11,1.0,14,33,42.4,19,20.0,7,13,15.0,39,34,1.0
302,David García,CB,2023-2024,29,Spain,Osasuna,La Liga,27,2334,25.9,27,0,2,0,1,1,0,0,0,0,1109.0,1339,82.8,5,129,5.0,0,133,21953,8473,361.0,399,90.5,614,693,88.6,128,218,58.7,796,4308,2698.0,21.0,12,0,9.0,2,914,4.0,93,35,72.7,29,18,19,9,1.0,16,26,61.5,10,40.0,19,21,18.0,47,115,2.0
303,Eric García,CB,2023-2024,22,Spain,Barcelona,La Liga,32,2694,29.9,30,2,2,5,0,5,5,0,0,0,2110.0,2354,89.6,10,227,17.0,2,226,38033,15047,832.0,889,93.6,1080,1144,94.4,172,256,67.2,1638,7662,4784.0,45.0,34,1,17.0,9,1937,18.0,50,37,57.5,55,37,34,18,3.0,34,49,69.4,15,37.0,19,18,30.0,85,79,2.0
304,Fran Garcia,LB,2023-2024,23,Spain,Real Madrid,La Liga,25,1398,15.5,15,10,13,1,5,6,1,0,0,0,841.0,997,84.4,16,38,14.0,6,60,12143,3312,518.0,554,93.5,280,327,85.6,28,68,41.2,686,3666,1956.0,53.0,30,4,22.0,8,747,139.0,7,15,31.8,25,17,11,12,2.0,13,31,41.9,18,16.0,3,13,19.0,44,28,1.0
305,Ulisses Garcia,LB,2023-2024,27,Switzerland,Marseille,Ligue 1,13,906,10.1,10,3,3,0,0,0,0,0,0,0,449.0,570,78.8,8,30,7.0,5,52,7183,1975,224.0,249,90.0,186,233,79.8,27,54,50.0,423,2330,1157.0,21.0,18,2,9.0,14,394,66.0,17,10,63.0,21,16,6,13,2.0,13,20,65.0,7,8.0,3,5,7.0,28,13,2.0
306,Unai García,CB,2023-2024,31,Spain,Osasuna,La Liga,9,560,6.2,6,3,17,1,0,1,1,0,0,0,158.0,202,78.2,1,6,0.0,0,12,3503,1226,46.0,51,90.2,88,99,88.9,24,49,49.0,104,379,183.0,2.0,2,0,3.0,3,136,1.0,4,7,36.4,12,9,9,2,1.0,5,10,50.0,5,7.0,1,6,8.0,20,18,0.0
307,Federico Gatti,CB,2023-2024,25,Italy,Juventus,Serie A,32,2637,29.3,30,2,5,4,0,4,4,0,0,0,1166.0,1370,85.1,10,103,7.0,5,122,21805,7166,432.0,475,90.9,613,669,91.6,112,177,63.3,963,5225,3233.0,52.0,31,1,24.0,12,1115,43.0,50,31,61.7,33,19,16,16,1.0,19,24,79.2,5,26.0,15,11,19.0,52,90,1.0
308,Federico Gattoni,CB,2023-2024,24,Argentina,Sevilla,La Liga,2,10,0.1,0,2,15,0,0,0,0,0,0,0,7.0,9,77.8,0,0,0.0,0,0,137,21,2.0,3,66.7,2,3,66.7,2,2,100.0,3,15,12.0,0.0,0,0,0.0,0,3,0.0,2,1,66.7,1,0,1,0,0.0,1,1,100.0,0,0.0,0,0,0.0,1,1,0.0
309,Valentin Gendrey,RB,2023-2024,23,France,Lecce,Serie A,37,3044,33.8,35,2,0,2,3,5,2,0,0,0,1031.0,1380,74.7,24,106,18.0,7,116,17674,8250,512.0,593,86.3,425,541,78.6,83,192,43.2,807,4816,2894.0,76.0,32,6,38.0,20,849,86.0,53,39,57.6,55,33,35,16,4.0,30,46,65.2,16,40.0,11,29,35.0,90,99,0.0
310,Lautaro Gianetti,CB,2023-2024,29,Argentina,Udinese,Serie A,7,630,7.0,7,0,9,1,0,1,1,0,0,0,263.0,300,87.7,1,7,0.0,0,4,5442,2072,73.0,80,91.3,151,164,92.1,36,48,75.0,195,720,262.0,2.0,1,0,2.0,0,215,0.0,8,8,50.0,9,4,7,2,0.0,4,5,80.0,1,10.0,6,4,19.0,28,39,0.0
311,Samuel Gigot,CB,2023-2024,29,France,Marseille,Ligue 1,21,1726,19.2,20,1,2,3,0,3,3,0,0,0,846.0,964,87.8,7,31,3.0,2,54,14333,4728,349.0,383,91.1,436,480,90.8,36,64,56.3,776,4259,2453.0,10.0,17,2,9.0,2,710,8.0,47,16,74.6,33,22,16,13,4.0,13,19,68.4,6,28.0,18,10,25.0,58,93,1.0
312,Mario Gila,CB ,2023-2024,22,Spain,Lazio,Serie A,21,1809,20.1,21,0,13,0,0,0,0,0,0,0,1161.0,1294,89.7,7,70,10.0,3,93,21517,7790,454.0,483,94.0,545,583,93.5,135,181,74.6,875,4688,2725.0,21.0,26,0,11.0,6,1035,12.0,29,43,40.3,32,14,23,8,1.0,19,34,55.9,15,27.0,14,13,20.0,52,69,0.0
313,Alfie Gilchrist,CB,2023-2024,19,England,Chelsea,Premier League,11,207,2.3,2,9,14,1,0,1,1,0,0,0,121.0,141,85.8,0,5,1.0,0,7,1893,468,63.0,73,86.3,55,61,90.2,3,6,50.0,78,263,130.0,1.0,1,0,2.0,2,96,4.0,2,4,33.3,4,0,4,0,0.0,2,5,40.0,3,6.0,3,3,3.0,7,11,0.0
314,Benedikt Gimber,CB,2023-2024,26,Germany,Heidenheim,Bundesliga,24,2021,22.5,24,0,5,1,1,2,1,0,0,0,681.0,846,80.5,3,14,0.0,0,25,14351,4173,160.0,192,83.3,429,476,90.1,91,156,58.3,568,3261,1456.0,3.0,1,0,13.0,4,588,6.0,48,41,53.9,40,24,25,14,1.0,19,35,54.3,16,27.0,17,10,16.0,56,101,1.0
315,Matthias Ginter,CB,2023-2024,29,Germany,Freiburg,Bundesliga,23,1913,21.3,22,1,0,0,2,2,0,0,0,0,1039.0,1250,83.1,5,86,9.0,2,136,19708,7154,346.0,378,91.5,605,682,88.7,82,165,49.7,886,5290,3308.0,23.0,15,0,8.0,2,965,20.0,50,29,63.3,29,15,19,9,1.0,16,29,55.2,13,40.0,26,14,16.0,45,93,0.0
316,Klaus Gjasula,CB,2023-2024,33,Albania,Darmstadt 98,Bundesliga,22,1363,15.1,17,5,5,0,0,0,0,0,0,0,615.0,746,82.4,6,58,13.0,3,70,12270,4995,211.0,237,89.0,308,354,87.0,86,128,67.2,462,2524,1196.0,8.0,8,0,7.0,6,560,7.0,34,27,55.7,44,22,18,25,1.0,17,30,56.7,13,26.0,14,12,19.0,63,42,2.0
317,Ben Godfrey,CB,2023-2024,25,England,Everton,Premier League,15,1120,12.4,13,2,23,0,0,0,0,0,0,0,336.0,484,69.4,3,32,6.0,2,43,5725,2373,147.0,180,81.7,157,204,77.0,23,62,37.1,233,1158,571.0,11.0,12,0,10.0,6,283,26.0,25,24,51.0,30,20,17,8,5.0,15,28,53.6,13,14.0,8,6,16.0,46,57,0.0
