Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,unSub,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,Won,Lost,Won%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Pass Cmp,Pass Att,Cmp%,KP,1/3,PPA,CrsPA,PrgP,TotDist,PrgDist,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Challenges,Challenge Att,Challenge%,Challenge Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Marin Pongračić,CB,2023-2024,25,hr CRO,Lecce,it Serie A,36,3219,35.8,36,0,0,0,0,0,0,0,0,0,1324,10044,5792,45,18,1,15,3,1324,7,1583,1872,84.6,11,119,5,0,134,34979,12707,363,424,85.6,931,1012,92,272,395,68.9,43,30,22,20,1,19,25,76,6,37,26,11,51,94,130,1,59,38,60.8
Pedro Porro,RB,2023-2024,23,es ESP,Tottenham,eng Premier League,35,3089,34.3,35,0,1,3,7,10,3,0,0,0,1369,5484,2925,57,46,10,37,15,1670,158,1806,2369,76.2,51,135,48,10,194,27440,10519,1057,1171,90.3,579,745,77.7,121,297,40.7,91,63,43,34,14,62,120,51.7,58,63,18,45,34,125,102,3,15,14,51.7
Stefan Posch,RB,2023-2024,26,at AUT,Bologna,it Serie A,31,2409,26.8,29,2,1,1,2,3,1,0,0,0,1410,7113,3253,44,35,4,29,12,1618,64,1712,2082,82.2,22,144,21,7,123,28051,10439,845,909,93,725,807,89.8,110,261,42.1,77,46,35,38,4,49,88,55.7,39,27,8,19,18,95,72,0,34,29,54
Alejandro Pozo Pozo,RB,2023-2024,24,es ESP,Almería,es La Liga,21,976,10.8,9,12,15,0,0,0,0,0,0,0,353,1565,758,22,15,3,16,4,410,62,443,598,74.1,13,36,15,8,44,7276,2929,238,272,87.5,157,211,74.4,37,77,48.1,19,12,11,6,2,12,20,60,8,14,4,10,7,26,21,0,5,9,35.7
Marc Pubill,RB,2023-2024,20,es ESP,Almería,es La Liga,23,1883,20.9,22,1,1,1,3,4,1,0,0,0,580,3384,1864,59,42,7,33,14,645,85,686,958,71.6,21,39,11,10,36,10815,4008,359,416,86.3,266,361,73.7,42,119,35.3,47,23,35,8,4,22,39,56.4,17,20,8,12,15,62,83,1,25,20,55.6
Jarell Quansah,CB,2023-2024,20,eng ENG,Liverpool,eng Premier League,17,1190,13.2,13,4,17,2,0,2,2,0,0,0,894,4943,2497,13,10,0,3,2,952,1,1038,1172,88.6,3,69,1,0,67,18672,6199,368,392,93.9,595,633,94,61,115,53,25,22,17,7,1,14,20,70,6,16,8,8,17,42,39,1,45,22,67.2
Aleksandar Radovanović,CB,2023-2024,29,rs SRB,Almería,es La Liga,9,569,6.3,8,1,3,0,0,0,0,0,0,0,110,401,142,0,0,0,2,0,152,1,181,197,91.9,1,1,0,0,5,3645,1019,49,51,96.1,107,110,97.3,21,30,70,8,7,7,1,0,6,6,100,0,8,8,0,11,19,48,0,14,9,60.9
Antonio Raillo,CB,2023-2024,31,es ESP,Mallorca,es La Liga,26,2195,24.4,25,1,3,3,2,5,3,0,0,0,691,4771,2963,24,11,1,10,7,762,4,990,1159,85.4,8,61,2,0,80,19217,7350,337,384,87.8,544,598,91,103,150,68.7,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2,123,59,67.6
Sergio Ramos,CB,2023-2024,37,es ESP,Sevilla,es La Liga,28,2517,28,28,0,3,3,0,3,3,0,0,0,994,5262,2701,11,10,3,13,6,1192,5,1356,1524,89,4,103,3,0,81,29709,10962,387,420,92.1,712,754,94.4,248,325,76.3,45,30,32,11,2,27,40,67.5,13,35,30,5,41,86,156,0,80,41,66.1
Luca Ranieri,CB,2023-2024,24,it ITA,Fiorentina,it Serie A,26,2065,22.9,23,3,10,2,1,3,2,0,0,0,937,4601,2808,17,22,0,13,0,1013,5,1142,1362,83.8,7,95,11,2,99,23351,8689,350,385,90.9,617,682,90.5,165,265,62.3,14,10,11,1,2,8,13,61.5,5,25,11,14,29,43,64,0,40,38,51.3
Andrei Ratiu,RB,2023-2024,25,ro ROU,Rayo Vallecano,es La Liga,12,630,7,6,6,22,0,0,0,0,0,0,0,178,1299,729,28,19,8,14,7,219,25,245,313,78.3,6,15,5,3,19,3843,1243,135,159,84.9,90,108,83.3,16,27,59.3,12,4,6,5,1,8,15,53.3,7,4,1,3,0,12,12,0,6,7,46.2
David Raum,LB,2023-2024,25,de GER,RB Leipzig,de Bundesliga,31,2739,30.4,31,0,2,2,8,10,2,0,0,0,1223,5411,2900,77,44,15,33,15,1474,246,1566,2154,72.7,68,92,62,34,131,28030,10264,680,769,88.4,697,906,76.9,162,371,43.7,58,35,24,29,5,34,58,58.6,24,51,9,42,27,85,82,2,27,20,57.4
Tim Ream,CB,2023-2024,35,us USA,Fulham,eng Premier League,18,1503,16.7,17,1,13,1,0,1,1,0,0,0,739,4157,2723,11,6,2,6,3,811,3,944,1060,89.1,0,78,1,0,65,18892,6949,308,333,92.5,515,559,92.1,110,143,76.9,20,9,13,5,2,9,18,50,9,23,15,8,25,45,61,2,25,19,56.8
Sergio Reguilón,LB,2023-2024,26,es ESP,Brentford,eng Premier League,25,1530,17,18,7,5,0,4,4,0,0,0,0,502,2835,1601,45,29,4,30,6,549,78,595,836,71.2,28,37,21,15,65,9726,3982,298,351,84.9,231,312,74,50,108,46.3,58,28,32,20,6,32,57,56.1,25,33,6,27,21,79,48,1,19,29,39.6
Chadi Riad,CB,2023-2024,20,ma MAR,Betis,es La Liga,26,2164,24,24,2,7,0,0,0,0,0,0,0,831,3955,1926,4,7,0,9,2,937,1,1074,1198,89.6,2,20,0,0,34,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,35,24,17,18,0,17,27,63,10,23,14,9,23,58,108,0,44,38,53.7
Alexsandro Ribeiro,CB,2023-2024,23,br BRA,Lille,fr Ligue 1,29,2220,24.7,24,5,3,0,0,0,0,0,0,0,1584,7890,3888,15,10,2,15,7,1495,7,1615,1804,89.5,5,83,5,0,82,29871,10802,584,618,94.5,868,934,92.9,128,201,63.7,32,22,24,8,0,16,31,51.6,15,25,15,10,35,67,116,5,39,17,69.6
Chris Richards,CB,2023-2024,23,us USA,Crystal Palace,eng Premier League,26,2094,23.3,23,3,9,1,1,2,1,0,0,0,574,2313,890,1,6,0,7,4,678,1,778,942,82.6,6,41,2,0,43,13337,4341,362,413,87.7,341,389,87.7,58,100,58,46,28,21,22,3,20,30,66.7,10,32,12,20,27,73,109,0,61,44,58.1
Diego Rico,LB,2023-2024,30,es ESP,Getafe,es La Liga,32,2535,28.2,28,4,3,0,7,7,0,0,0,0,758,3025,1419,28,36,1,33,20,840,79,993,1495,66.4,39,106,40,32,119,17450,8646,482,570,84.6,384,566,67.8,104,267,39,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0,29,20,59.2
Clemens Riedel,CB,2023-2024,20,de GER,Darmstadt 98,de Bundesliga,14,755,8.4,9,5,6,0,0,0,0,0,0,0,424,2084,1146,4,10,0,3,2,460,27,490,576,85.1,6,37,3,0,47,9609,3088,164,185,88.6,266,286,93,55,84,65.5,22,13,16,5,1,15,24,62.5,9,11,3,8,11,33,26,0,11,14,44
Rodrigo Riquelme,LWB,2023-2024,23,es ESP,Atlético Madrid,es La Liga,34,1528,17,17,17,4,3,5,8,3,0,0,0,586,3981,2241,87,54,28,47,16,619,166,501,673,74.4,28,25,30,8,53,6902,2141,317,367,86.4,134,179,74.9,26,59,44.1,30,19,18,4,8,18,46,39.1,28,19,0,19,9,39,20,0,5,16,23.8
Mihailo Ristić,LB,2023-2024,27,rs SRB,Celta Vigo,es La Liga,12,808,9,9,3,7,0,0,0,0,0,0,0,326,1911,1006,24,22,3,16,8,330,42,371,513,72.3,6,31,3,3,30,5752,2352,205,233,88,137,172,79.7,21,71,29.6,15,9,9,6,0,9,12,75,3,9,2,7,10,25,23,0,9,7,56.3
Connor Roberts,RB,2023-2024,27,wls WAL,Burnley,eng Premier League,14,823,9.1,8,6,5,0,1,1,0,0,0,0,309,1163,620,6,10,0,3,1,358,13,395,495,79.8,7,32,8,2,38,6987,2370,162,182,89,194,222,87.4,34,67,50.7,12,5,6,4,2,8,17,47.1,9,8,6,2,4,16,25,2,6,7,46.2
Andrew Robertson,LB,2023-2024,29,sct SCO,Liverpool,eng Premier League,23,1693,18.8,18,5,0,3,2,5,3,0,0,0,979,4623,2638,63,40,6,18,6,1160,130,1248,1547,80.7,62,118,26,12,140,21306,7231,609,654,93.1,495,587,84.3,122,239,51,35,24,21,11,3,26,43,60.5,17,20,6,14,13,48,40,0,14,12,53.8
Antonee Robinson,LB,2023-2024,25,us USA,Fulham,eng Premier League,37,3265,36.3,37,0,0,0,6,6,0,0,0,0,1267,7547,4004,99,70,9,47,16,1376,194,1514,2054,73.7,33,113,46,26,129,27304,9830,664,796,83.4,643,813,79.1,176,324,54.3,93,58,60,26,7,52,110,47.3,58,56,8,48,80,173,117,3,42,27,60.9
Jack Robinson,CB,2023-2024,29,eng ENG,Sheffield Utd,eng Premier League,34,2885,32.1,31,3,0,1,1,2,1,0,0,0,685,2943,1429,8,6,1,18,5,785,14,894,1254,71.3,12,66,7,4,63,17460,7680,318,364,87.4,452,554,81.6,113,286,39.5,43,28,29,14,0,25,39,64.1,14,49,33,16,33,76,132,2,69,45,60.5
Ricardo Rodríguez,LB,2023-2024,30,ch SUI,Torino,it Serie A,35,2772,30.8,34,1,2,1,2,3,1,0,0,0,1134,6330,3677,61,36,4,10,4,1291,40,1401,1677,83.5,20,119,25,12,127,23641,8173,669,708,94.5,584,689,84.8,117,213,54.9,45,26,21,22,2,28,45,62.2,17,22,9,13,24,69,64,2,41,29,58.6
Mads Roerslev,RWB,2023-2024,24,dk DEN,Brentford,eng Premier League,34,1985,22.1,22,12,3,1,2,3,1,0,0,0,448,1985,864,18,12,6,23,15,520,90,496,742,66.8,15,32,23,21,43,8448,2978,238,301,79.1,202,297,68,47,93,50.5,48,31,34,9,5,27,54,50,27,15,3,12,19,67,71,0,14,27,34.1
Rogério,LB,2023-2024,25,br BRA,Wolfsburg,de Bundesliga,13,906,10.1,10,3,3,1,0,1,1,0,0,0,364,2102,1019,27,16,4,12,8,369,42,455,552,82.4,6,29,11,8,57,7185,2809,241,262,92,181,222,81.5,24,39,61.5,14,6,7,5,2,10,14,71.4,4,16,5,11,5,19,23,1,7,14,33.3
Alessio Romagnoli,CB,2023-2024,28,it ITA,Lazio,it Serie A,29,2411,26.8,26,3,0,0,0,0,0,0,0,0,981,4361,2024,7,2,0,9,0,1347,2,1604,1759,91.2,6,82,5,1,87,27365,9970,670,703,95.3,804,849,94.7,96,153,62.7,25,18,14,11,0,16,24,66.7,8,29,17,12,29,54,115,0,76,54,58.5
Simone Romagnoli,CB,2023-2024,33,it ITA,Frosinone,it Serie A,33,2715,30.2,30,3,3,1,1,2,1,0,0,0,706,3315,1598,2,2,0,4,0,934,2,1221,1421,85.9,3,22,0,0,47,21605,8093,481,535,89.9,636,701,90.7,80,140,57.1,35,15,23,11,1,15,20,75,5,51,36,15,29,64,147,0,97,78,55.4
Carlos Romero,LB,2023-2024,21,es ESP,Villarreal,es La Liga,7,262,2.9,2,5,7,0,0,0,0,0,0,0,83,524,257,6,3,1,5,2,102,21,113,164,68.9,0,5,1,0,6,1883,736,60,74,81.1,45,62,72.6,7,19,36.8,11,5,8,1,2,7,12,58.3,5,3,0,3,1,12,11,0,1,2,33.3
Cristian Romero,CB,2023-2024,25,ar ARG,Tottenham,eng Premier League,33,2790,31,33,0,0,5,0,5,5,0,0,0,1957,9359,6026,32,42,0,12,4,2071,8,2390,2606,91.7,7,189,14,0,179,41458,16198,966,1035,93.3,1279,1341,95.4,111,158,70.3,66,40,35,25,6,32,44,72.7,12,46,22,24,44,110,106,1,87,39,69
Frank Ronstadt,RWB,2023-2024,26,de GER,Darmstadt 98,de Bundesliga,4,76,0.8,0,4,2,0,0,0,0,0,0,0,33,190,117,3,2,0,1,2,39,4,35,42,83.3,2,2,2,1,2,479,178,21,23,91.3,13,15,86.7,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,1,2,3,0,1,0,100
Valentin Rosier,RB,2023-2024,26,fr FRA,Nice,fr Ligue 1,3,53,0.6,0,3,2,0,0,0,0,0,0,0,24,196,102,3,3,1,2,1,21,2,28,33,84.8,2,2,2,0,5,401,158,15,17,88.2,11,12,91.7,0,2,0,1,0,1,0,0,0,0,,0,1,0,1,2,3,5,0,1,0,100
Anthony Rouault,CB,2023-2024,22,fr FRA,Toulouse,fr Ligue 1,22,1010,11.2,11,11,7,0,2,2,0,0,0,0,639,2713,1556,8,5,0,7,3,753,10,824,931,88.5,8,64,5,1,68,13730,5543,406,435,93.3,344,373,92.2,61,90,67.8,21,12,14,5,2,13,21,61.9,8,14,8,6,8,29,28,0,19,27,41.3
Jérôme Roussillon,CB,2023-2024,30,fr FRA,Union Berlin,de Bundesliga,23,752,8.4,8,15,3,0,1,1,0,0,0,0,217,931,516,10,9,2,16,8,213,29,263,355,74.1,8,21,6,3,38,4307,2077,135,160,84.4,105,137,76.6,18,39,46.2,16,9,6,7,3,8,12,66.7,4,13,4,9,5,21,26,0,9,8,52.9
Amir Rrahmani,CB,2023-2024,29,xk KVX,Napoli,it Serie A,30,2600,28.9,30,0,3,3,0,3,3,0,0,0,1557,7914,4596,19,15,1,7,6,1792,4,2028,2255,89.9,14,153,3,0,113,39408,13051,735,776,94.7,1008,1067,94.5,260,366,71,33,27,17,14,2,16,32,50,16,24,10,14,20,53,90,0,79,46,63.2
Ruan,CB,2023-2024,24,br BRA,Sassuolo,it Serie A,26,1516,16.8,16,10,7,0,0,0,0,0,0,0,418,2099,978,8,4,0,6,2,457,6,593,698,85,4,22,3,0,33,11580,3616,190,218,87.2,327,367,89.1,66,91,72.5,25,15,11,10,4,10,18,55.6,8,18,15,3,24,49,68,2,34,27,55.7
Antonio Rüdiger,CB,2023-2024,30,de GER,Real Madrid,es La Liga,33,2709,30.1,30,3,1,1,0,1,1,0,0,0,1337,6743,4149,17,10,1,4,2,1525,1,1630,1815,89.8,5,90,11,2,88,30058,11111,625,654,95.6,860,908,94.7,130,219,59.4,26,15,18,4,4,16,20,80,4,27,20,7,11,37,89,0,49,23,68.1
Daniele Rugani,CB,2023-2024,29,it ITA,Juventus,it Serie A,17,1187,13.2,13,4,21,2,0,2,2,0,0,0,451,2006,899,2,4,0,3,2,501,2,564,636,88.7,3,54,1,0,46,10905,3696,163,176,92.6,355,378,93.9,44,70,62.9,11,9,7,3,1,4,5,80,1,11,4,7,9,20,42,0,25,24,51
Matteo Ruggeri,CB,2023-2024,21,it ITA,Atalanta,it Serie A,34,2449,27.2,28,6,3,0,4,4,0,0,0,0,862,4276,2186,55,40,5,29,10,1116,132,1250,1562,80,24,86,31,23,142,19172,6806,697,780,89.4,462,560,82.5,68,148,45.9,29,15,14,7,8,16,30,53.3,14,46,4,42,23,52,44,0,49,36,57.6
Mário Rui,LB,2023-2024,32,pt POR,Napoli,it Serie A,21,1205,13.4,14,7,10,0,2,2,0,0,0,0,623,2907,1775,33,21,1,10,9,812,59,860,1068,80.5,26,89,19,7,90,15400,5240,369,406,90.9,366,434,84.3,99,181,54.7,27,15,17,5,5,14,21,66.7,7,17,2,15,15,42,19,0,10,27,27
Aitor Ruibal,RB,2023-2024,27,es ESP,Betis,es La Liga,18,1017,11.3,11,7,13,2,1,3,2,0,0,0,380,1932,1016,22,15,9,19,9,409,50,445,586,75.9,11,37,14,3,54,7163,2899,252,280,90,148,190,77.9,37,79,46.8,46,27,28,13,5,32,59,54.2,27,12,1,11,14,60,33,1,4,9,30.8
Julian Ryerson,RB,2023-2024,25,no NOR,Dortmund,de Bundesliga,21,1767,19.6,20,1,3,4,1,5,4,0,0,0,813,4244,2096,41,41,6,29,26,867,118,974,1129,86.3,14,46,7,5,64,14916,3144,503,549,91.6,399,448,89.1,43,70,61.4,41,23,26,11,4,27,47,57.4,20,31,7,24,10,51,35,3,8,12,40
Youssouf Sabaly,RB,2023-2024,30,sn SEN,Betis,es La Liga,12,1046,11.6,12,0,5,0,1,1,0,0,0,0,437,2179,1089,31,22,2,18,13,488,43,540,656,82.3,4,33,10,1,47,7544,2477,314,352,89.2,192,223,86.1,16,38,42.1,16,11,12,3,1,8,12,66.7,4,6,3,3,11,27,27,0,10,13,43.5
Stefano Sabelli,RB,2023-2024,30,it ITA,Genoa,it Serie A,32,2429,27,30,2,2,0,1,1,0,0,0,0,616,3388,1772,69,44,4,39,11,684,101,611,977,62.5,20,58,35,15,88,10552,4661,307,377,81.4,228,347,65.7,61,164,37.2,50,24,28,19,3,15,46,32.6,31,27,6,21,23,73,35,0,16,22,42.1
Falaye Sacko,CB,2023-2024,28,ml MLI,Montpellier,fr Ligue 1,19,1382,15.4,15,4,6,0,1,1,0,0,0,0,548,3276,1612,38,28,5,14,7,472,42,605,784,77.2,7,39,13,6,63,10049,3666,267,311,85.9,275,343,80.2,41,84,48.8,28,16,13,10,5,21,32,65.6,11,19,7,12,24,52,37,0,15,23,39.5
Modibo Sagnan,CB,2023-2024,24,ml MLI,Montpellier,fr Ligue 1,13,1054,11.7,12,1,1,2,0,2,2,0,0,0,447,2290,1211,7,3,0,6,3,408,5,442,517,85.5,3,27,0,0,25,8897,3096,124,147,84.4,236,256,92.2,66,89,74.2,34,22,23,9,2,15,25,60,10,13,9,4,15,49,67,0,20,10,66.7
Théo Sainte-Luce,LB,2023-2024,24,fr FRA,Montpellier,fr Ligue 1,6,346,3.8,3,3,7,0,0,0,0,0,0,0,120,639,326,8,6,1,5,1,110,6,136,172,79.1,1,10,0,0,15,2097,901,67,73,91.8,60,75,80,5,14,35.7,17,7,10,6,1,11,19,57.9,8,9,4,5,3,20,15,0,3,4,42.9
Mamadou Sakho,CB,2023-2024,33,fr FRA,Montpellier,fr Ligue 1,1,7,0.1,0,1,5,0,0,0,0,0,0,0,15,50,36,0,0,0,0,0,15,0,15,16,93.8,0,0,0,0,1,192,105,8,8,100,6,6,100,0,0,,1,1,1,0,0,1,1,100,0,0,0,0,0,1,1,0,1,1,50
Kike Salas,CB,2023-2024,21,es ESP,Sevilla,es La Liga,23,1605,17.8,19,4,6,3,0,3,3,0,0,0,584,2361,1105,11,3,1,10,8,751,16,794,1009,78.7,5,54,6,2,61,13465,4857,367,421,87.2,367,433,84.8,47,118,39.8,41,23,26,12,3,22,36,61.1,14,25,14,11,26,67,91,1,66,40,62.3
William Saliba,CB,2023-2024,22,fr FRA,Arsenal,eng Premier League,38,3420,38,38,0,0,2,1,3,2,0,0,0,1992,9002,5201,16,22,1,22,13,2297,6,2635,2851,92.4,6,175,6,1,157,43599,15948,1202,1274,94.3,1298,1373,94.5,104,150,69.3,41,26,28,12,1,20,27,74.1,7,32,17,15,29,70,81,3,72,49,59.5
Mohammed Salisu,CB,2023-2024,24,gh GHA,Monaco,fr Ligue 1,12,1035,11.5,11,1,5,0,1,1,0,0,0,0,639,3462,1671,7,13,0,5,1,588,6,657,778,84.4,3,88,4,0,72,11352,4819,269,302,89.1,335,372,90.1,37,75,49.3,27,12,11,13,3,17,26,65.4,9,21,12,9,22,49,44,0,36,21,63.2
Yoann Salmier,CB,2023-2024,30,gf GUF,Le Havre,fr Ligue 1,20,1568,17.4,18,2,12,1,1,2,1,0,0,0,575,3006,1489,8,16,0,10,4,511,8,612,767,79.8,6,43,7,1,48,10586,4640,271,302,89.7,274,322,85.1,50,117,42.7,22,10,13,6,3,13,20,65,7,21,15,6,21,43,57,0,29,21,58
Junior Sambia,RWB,2023-2024,26,fr FRA,Salernitana,it Serie A,18,1032,11.5,10,8,20,1,2,3,1,0,0,0,308,1573,868,23,20,9,16,12,393,37,397,508,78.1,12,30,10,5,41,6404,2412,213,238,89.5,135,182,74.2,38,63,60.3,12,5,8,1,3,6,11,54.5,5,15,7,8,11,23,28,0,23,12,65.7
Ricard Sánchez,RB,2023-2024,23,es ESP,Granada,es La Liga,33,2295,25.5,25,8,4,3,0,3,3,0,0,0,641,3601,1929,49,35,4,37,15,703,103,820,1091,75.2,22,63,29,18,84,13571,5329,443,510,86.9,285,367,77.7,71,139,51.1,29,18,15,8,6,12,24,50,12,32,4,28,13,42,64,0,19,18,51.4
Davinson Sánchez,CB,2023-2024,27,co COL,Tottenham,eng Premier League,1,77,0.9,0,1,3,0,0,0,0,0,0,0,68,238,80,0,2,0,1,0,66,0,68,75,90.7,0,13,0,0,2,1045,377,37,38,97.4,27,29,93.1,3,6,50,0,0,0,0,0,0,0,,0,3,2,1,1,1,2,0,3,1,75
Juanlu Sánchez,RB,2023-2024,19,es ESP,Sevilla,es La Liga,26,1181,13.1,11,15,11,0,2,2,0,0,0,0,446,2381,1373,42,21,7,21,4,529,112,577,730,79,17,37,20,10,50,8548,2813,343,389,88.2,204,249,81.9,21,50,42,56,35,34,18,4,34,58,58.6,24,24,7,17,12,68,36,0,14,15,48.3
Manu Sánchez,LB,2023-2024,22,es ESP,Celta Vigo,es La Liga,26,1775,19.7,20,6,11,0,5,5,0,0,0,0,508,2954,1490,41,25,5,32,11,527,67,656,866,75.8,20,51,25,14,74,10322,4222,357,411,86.9,244,307,79.5,39,84,46.4,54,28,21,25,8,31,55,56.4,24,23,3,20,19,73,65,0,9,21,30
Alex Sandro,LB,2023-2024,32,br BRA,Juventus,it Serie A,16,721,8,8,8,9,1,0,1,1,0,0,0,343,1804,1068,16,9,0,7,4,408,9,479,555,86.3,5,45,7,3,43,8623,3028,187,200,93.5,246,271,90.8,40,68,58.8,13,7,7,6,0,4,5,80,1,13,7,6,15,28,23,0,12,9,57.1
Sadibou Sané,CB,2023-2024,19,sn SEN,Metz,fr Ligue 1,14,846,9.4,9,5,8,0,0,0,0,0,0,0,248,1652,829,8,3,1,4,0,224,8,254,317,80.1,1,10,2,2,19,5406,1557,69,82,84.1,140,161,87,43,68,63.2,19,12,16,2,1,6,7,85.7,1,14,9,5,8,27,64,0,13,12,52
Arouna Sangante,CB,2023-2024,21,sn SEN,Le Havre,fr Ligue 1,30,2687,29.9,30,0,1,0,0,0,0,0,0,0,1163,6282,2969,20,23,2,19,15,1045,27,1233,1521,81.1,17,93,9,2,107,24085,9176,453,525,86.3,586,667,87.9,166,270,61.5,53,33,27,23,3,24,40,60,16,35,18,17,66,119,93,2,50,42,54.3
Tiago Santos,RB,2023-2024,21,pt POR,Lille,fr Ligue 1,29,2365,26.3,26,3,4,1,2,3,1,0,0,0,1167,7938,3810,89,55,22,44,26,1080,137,1113,1396,79.7,27,83,25,10,105,18957,4850,509,582,87.5,483,582,83,94,178,52.8,63,42,31,19,13,30,52,57.7,22,24,5,19,15,78,37,0,12,23,34.3
Paco Sanz,CB,2023-2024,18,es ESP,Almería,es La Liga,1,24,0.3,0,1,7,0,0,0,0,0,0,0,5,12,11,0,0,0,1,0,8,0,7,10,70,0,0,0,0,0,154,79,2,3,66.7,4,5,80,1,2,50,0,0,0,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,100
Bouna Sarr,RB,2023-2024,31,sn SEN,Bayern Munich,de Bundesliga,2,106,1.2,1,1,8,0,0,0,0,0,0,0,58,256,136,3,2,1,2,0,80,4,92,104,88.5,0,9,1,1,2,1371,286,53,58,91.4,35,40,87.5,3,4,75,2,0,1,1,0,2,2,100,0,3,0,3,0,2,1,0,1,1,50
Mamadou Sarr,CB,2023-2024,17,fr FRA,Lyon,fr Ligue 1,1,8,0.1,0,1,8,0,0,0,0,0,0,0,4,13,5,0,0,0,0,0,4,0,4,4,100,0,0,0,0,0,57,7,2,2,100,2,2,100,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
Stefan Savić,CB,2023-2024,32,me MNE,Atlético Madrid,es La Liga,23,1630,18.1,19,4,9,0,0,0,0,0,0,0,675,3586,2334,14,6,0,5,0,760,2,820,989,82.9,1,59,7,2,66,14666,5999,335,364,92,402,443,90.7,68,141,48.2,27,19,16,7,4,15,30,50,15,29,15,14,27,54,61,1,46,32,59
Saba Sazonov,CB,2023-2024,21,ge GEO,Torino,it Serie A,12,356,4,2,10,20,0,0,0,0,0,0,0,136,710,290,0,0,0,3,0,143,0,163,187,87.2,1,4,0,0,8,3225,887,53,55,96.4,88,97,90.7,21,29,72.4,9,7,4,5,0,3,3,100,0,8,5,3,3,12,22,0,10,10,50
Joe Scally,RB,2023-2024,20,us USA,Gladbach,de Bundesliga,31,2236,24.8,25,6,3,1,4,5,1,0,0,0,911,4302,1921,39,33,6,22,21,997,75,1052,1312,80.2,16,38,15,10,75,16405,5910,561,619,90.6,392,477,82.2,67,134,50,41,28,21,17,3,23,40,57.5,17,31,11,20,18,59,78,2,22,32,40.7
Giorgio Scalvini,CB,2023-2024,19,it ITA,Atalanta,it Serie A,33,2544,28.3,31,2,0,1,3,4,1,0,0,0,951,4341,2433,30,22,6,22,12,1174,33,1272,1564,81.3,11,89,14,2,116,20712,7854,646,721,89.6,533,622,85.7,73,157,46.5,53,33,29,19,5,19,40,47.5,21,44,17,27,59,112,71,0,80,40,66.7
Fabian Schär,CB,2023-2024,31,ch SUI,Newcastle Utd,eng Premier League,36,3054,33.9,35,1,0,4,1,5,4,0,0,0,1490,7974,4981,28,42,1,17,12,1677,20,1762,2128,82.8,10,145,18,3,133,36227,14874,588,647,90.9,894,985,90.8,261,437,59.7,42,24,27,13,2,18,40,45,22,50,38,12,36,78,133,1,69,70,49.6
Keven Schlotterbeck,CB,2023-2024,26,de GER,Bochum,de Bundesliga,27,2185,24.3,24,3,3,5,1,6,5,0,0,0,580,2496,1414,9,4,2,12,0,635,15,802,1027,78.1,10,53,5,1,93,15211,6371,282,344,82,434,503,86.3,78,140,55.7,42,22,26,14,2,25,30,83.3,5,33,23,10,33,75,104,2,112,70,61.5
Nico Schlotterbeck,CB,2023-2024,23,de GER,Dortmund,de Bundesliga,33,2859,31.8,32,1,1,2,1,3,2,0,0,0,1883,9985,6376,55,42,2,19,3,2160,11,2381,2681,88.8,16,193,19,0,186,46631,16883,822,869,94.6,1247,1339,93.1,282,399,70.7,70,50,36,27,7,41,65,63.1,24,52,25,27,45,115,101,3,58,41,58.6
Kenneth Schmidt,CB,2023-2024,21,de GER,Freiburg,de Bundesliga,5,68,0.8,0,5,7,0,0,0,0,0,0,0,29,143,37,2,0,0,0,1,28,3,43,48,89.6,2,2,1,1,4,749,239,18,18,100,22,25,88,2,2,100,2,2,2,0,0,2,4,50,2,1,0,1,1,3,2,0,1,1,50
Benno Schmitz,RB,2023-2024,28,de GER,Köln,de Bundesliga,22,1155,12.8,13,9,8,0,1,1,0,0,0,0,349,1573,847,27,22,2,6,0,433,47,502,709,70.8,5,41,16,6,70,7950,3765,258,301,85.7,189,261,72.4,39,88,44.3,27,15,20,7,0,17,34,50,17,19,4,15,7,34,29,0,14,22,38.9
Perr Schuurs,CB,2023-2024,23,nl NED,Torino,it Serie A,9,770,8.6,9,0,0,1,0,1,1,0,0,0,285,1289,562,9,6,0,9,5,296,4,359,406,88.4,0,17,1,1,19,6478,1868,141,155,91,187,199,94,27,41,65.9,20,12,11,8,1,3,9,33.3,6,10,2,8,9,29,23,0,15,9,62.5
Aleksandar Sedlar,CB,2023-2024,31,rs SRB,Alavés,es La Liga,11,946,10.5,11,0,1,1,0,1,1,0,0,0,247,1442,794,6,4,0,3,2,264,1,343,405,84.7,2,31,0,0,26,6944,2813,115,129,89.1,178,201,88.6,46,67,68.7,14,10,10,4,0,10,16,62.5,6,8,4,4,13,27,43,0,17,18,48.6
