,Player,Pos,Season,Age,Nation,Team,Comp,MP,Min,90s,Starts,Subs,Cmp,Att,Cmp%,KP,PPA,CrsPA,PrgP,Short Cmp,Short Att,Short Cmp%,Med. Cmp,Med. Att,Med. Cmp%,Long Cmp,Long Att,Long Cmp%,Gls,Ast,G+A,G-PK,PK,PKatt,PKm,Touches,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Live,Carries,TotDist,PrgDist,PrgC,1/3C,CPA,Mis,Dis,Sh,G/Sh,G/SoT,SoT,SoT%,Sh Dist,FK,xG,npxG,xA,G-xG,Live.1,Dead,FK.1,Sw,Crs,TI,CK,Head Won,Head Lost,Head Won%
27,Michail Antonio,ST,2023-2024,33.0,Jamaica,West Ham,Premier League,26,1695,18.8,21,5,180.0,308.0,58.4,8.0,7.0,2.0,22.0,111.0,154.0,72.1,48.0,90.0,53.3,13.0,26,50.0,6.0,2.0,8.0,6.0,0.0,0.0,0.0,527.0,49.0,226.0,259.0,527.0,345.0,2320.0,1084.0,48.0,17.0,19.0,69,39.0,30.0,0.2,0.43,14,46.7,13.1,0,5.8,5.8,1.3,0.2,288,18,1,4,27,11,0,33,53,38.4
28,Antony,RW,2023-2024,23.0,Brazil,Manchester Utd,Premier League,29,1324,14.7,15,14,468.0,595.0,78.7,22.0,29.0,3.0,64.0,295.0,348.0,84.8,130.0,153.0,85.0,16.0,30,53.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,815.0,106.0,304.0,428.0,815.0,549.0,3723.0,1953.0,53.0,37.0,23.0,26,19.0,43.0,0.02,0.07,15,34.9,18.9,0,3.4,3.4,1.9,-2.4,570,22,7,1,16,15,0,2,21,8.7
29,Christopher Antwi-Adjei,LW,2023-2024,29.0,Ghana,Bochum,Bundesliga,25,1216,13.5,11,14,274.0,454.0,60.4,24.0,15.0,7.0,28.0,154.0,187.0,82.4,80.0,143.0,55.9,31.0,80,38.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,614.0,74.0,170.0,378.0,614.0,318.0,2169.0,1071.0,50.0,22.0,17.0,31,24.0,29.0,0.07,0.22,9,31.0,18.2,0,2.2,2.2,3.0,-0.2,343,108,1,1,55,106,0,11,22,33.3
30,Stredair Appuah,LW,2023-2024,19.0,France,Nantes,Ligue 1,4,84,0.9,0,4,14.0,23.0,60.9,0.0,0.0,0.0,0.0,5.0,7.0,71.4,7.0,7.0,100.0,0.0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,20.0,15.0,42.0,27.0,188.0,92.0,3.0,1.0,1.0,4,1.0,4.0,0.0,,0,0.0,23.3,0,0.4,0.4,0.0,-0.4,23,0,0,0,2,0,0,1,0,100.0
31,Cameron Archer,ST,2023-2024,22.0,England,Sheffield Utd,Premier League,29,1832,20.4,21,8,266.0,332.0,80.1,23.0,7.0,2.0,15.0,171.0,207.0,82.6,64.0,69.0,92.8,5.0,9,55.6,4.0,1.0,5.0,4.0,0.0,0.0,0.0,563.0,63.0,205.0,307.0,563.0,345.0,2186.0,984.0,33.0,29.0,22.0,61,45.0,42.0,0.1,0.44,9,21.4,16.7,0,5.5,5.5,1.4,-1.5,310,22,0,1,5,0,0,7,42,14.3
32,Adu Ares,RW,2023-2024,21.0,Spain,Athletic Club,La Liga,12,265,2.9,2,10,79.0,104.0,76.0,1.0,0.0,0.0,3.0,45.0,53.0,84.9,27.0,34.0,79.4,5.0,9,55.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,21.0,63.0,70.0,147.0,103.0,881.0,361.0,13.0,3.0,5.0,8,4.0,4.0,0.0,,0,0.0,21.2,0,0.1,0.1,0.1,-0.1,103,1,0,1,11,0,1,1,3,25.0
33,Matias Arezo,ST,2023-2024,20.0,Uruguay,Granada,La Liga,14,369,4.1,3,11,52.0,82.0,63.4,2.0,2.0,1.0,5.0,31.0,44.0,70.5,11.0,21.0,52.4,6.0,8,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,14.0,70.0,45.0,126.0,56.0,312.0,182.0,6.0,3.0,4.0,6,4.0,12.0,0.0,0.0,4,33.3,18.1,0,1.2,1.2,0.1,-1.2,75,7,0,0,4,1,0,11,17,39.3
34,José Arnaiz,LW,2023-2024,28.0,Spain,Osasuna,La Liga,26,929,10.3,9,17,233.0,318.0,73.3,14.0,5.0,1.0,11.0,136.0,157.0,86.6,65.0,85.0,76.5,21.0,43,48.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,449.0,37.0,158.0,256.0,449.0,259.0,1677.0,747.0,23.0,20.0,7.0,27,24.0,29.0,0.07,0.22,9,31.0,22.7,5,1.7,1.7,1.6,0.3,260,58,18,3,46,3,25,11,14,44.0
35,Hákon Arnar Haraldsson,LW,2023-2024,20.0,Iceland,Lille,Ligue 1,26,1284,14.3,15,11,451.0,549.0,82.1,15.0,11.0,1.0,48.0,227.0,272.0,83.5,165.0,195.0,84.6,26.0,33,78.8,2.0,0.0,2.0,2.0,0.0,0.0,0.0,664.0,81.0,353.0,240.0,664.0,552.0,3212.0,1338.0,25.0,27.0,9.0,27,15.0,12.0,0.17,0.33,6,50.0,18.2,0,0.8,0.8,1.6,1.2,525,21,6,4,7,4,2,1,8,11.1
36,Marko Arnautović,ST,2023-2024,34.0,Austria,Inter,Serie A,27,801,8.9,5,22,203.0,271.0,74.9,16.0,10.0,1.0,20.0,124.0,154.0,80.5,55.0,68.0,80.9,8.0,11,72.7,5.0,3.0,8.0,5.0,0.0,0.0,0.0,358.0,25.0,169.0,165.0,358.0,208.0,819.0,272.0,12.0,8.0,4.0,22,10.0,17.0,0.29,0.56,9,52.9,11.5,0,5.0,5.0,2.1,0.0,264,5,0,1,7,0,0,4,7,36.4
37,Takuma Asano,RW,2023-2024,28.0,Japan,Bochum,Bundesliga,29,1986,22.1,26,3,262.0,397.0,66.0,21.0,13.0,1.0,32.0,171.0,217.0,78.8,67.0,96.0,69.8,11.0,26,42.3,6.0,1.0,7.0,6.0,0.0,0.0,0.0,636.0,71.0,218.0,363.0,636.0,378.0,2790.0,1280.0,56.0,27.0,28.0,47,33.0,65.0,0.09,0.26,23,35.4,14.9,0,7.9,7.9,0.9,-1.9,383,12,1,0,37,2,1,15,52,22.4
38,Marco Asensio,RW,2023-2024,27.0,Spain,Paris S-G,Ligue 1,19,1113,12.4,13,6,545.0,656.0,83.1,33.0,22.0,5.0,71.0,304.0,334.0,91.0,185.0,208.0,88.9,27.0,68,39.7,4.0,5.0,9.0,4.0,0.0,0.0,0.0,747.0,74.0,323.0,358.0,747.0,612.0,3466.0,1413.0,36.0,36.0,6.0,13,9.0,27.0,0.15,0.4,10,37.0,19.2,1,3.2,3.2,4.3,0.8,598,55,10,6,52,8,31,2,3,40.0
39,Joel Asoro,RW,2023-2024,24.0,Sweden,Metz,Ligue 1,20,848,9.4,10,10,94.0,147.0,63.9,8.0,6.0,3.0,16.0,47.0,64.0,73.4,29.0,40.0,72.5,11.0,23,47.8,2.0,1.0,3.0,2.0,0.0,0.0,0.0,263.0,59.0,111.0,101.0,263.0,178.0,1286.0,475.0,14.0,13.0,0.0,26,17.0,6.0,0.33,0.67,3,50.0,15.4,0,0.6,0.6,0.3,1.4,136,10,4,0,19,1,2,17,15,53.1
40,Iago Aspas,ST,2023-2024,35.0,Spain,Celta Vigo,La Liga,35,2707,30.1,31,4,949.0,1305.0,72.7,90.0,55.0,6.0,161.0,475.0,583.0,81.5,320.0,408.0,78.4,98.0,202,48.5,9.0,10.0,19.0,6.0,3.0,5.0,2.0,1546.0,99.0,650.0,816.0,1541.0,995.0,5117.0,2527.0,84.0,61.0,25.0,52,36.0,74.0,0.08,0.26,23,31.1,20.0,6,11.5,7.5,9.3,-2.5,1112,190,51,15,149,8,94,7,30,18.9
41,Pierre-Emerick Aubameyang,ST,2023-2024,34.0,Gabon,Marseille,Ligue 1,34,2622,29.1,30,4,444.0,660.0,67.3,27.0,27.0,5.0,58.0,261.0,357.0,73.1,141.0,204.0,69.1,16.0,39,41.0,17.0,8.0,25.0,13.0,4.0,4.0,0.0,960.0,85.0,377.0,512.0,956.0,696.0,4062.0,1628.0,68.0,34.0,38.0,42,21.0,112.0,0.12,0.28,47,42.0,15.8,5,20.5,17.3,4.4,-3.5,608,48,1,0,42,4,0,26,39,40.0
42,Ezequiel Ávila,RW,2023-2024,29.0,Argentina,2 Teams,La Liga,23,1162,12.9,14,9,287.0,462.0,62.1,23.0,20.0,7.0,45.0,120.0,152.0,78.9,93.0,148.0,62.8,65.0,126,51.6,2.0,3.0,5.0,2.0,0.0,0.0,0.0,599.0,50.0,230.0,322.0,599.0,325.0,1515.0,613.0,21.0,20.0,6.0,17,4.0,36.0,0.06,0.22,9,25.0,21.4,0,2.8,2.8,2.8,-0.8,401,58,14,9,91,11,32,14,25,35.9
43,Taiwo Awoniyi,ST,2023-2024,25.0,Nigeria,Nott'ham Forest,Premier League,20,1042,11.6,12,8,127.0,175.0,72.6,10.0,3.0,0.0,14.0,88.0,111.0,79.3,34.0,47.0,72.3,3.0,5,60.0,6.0,3.0,9.0,6.0,0.0,0.0,0.0,294.0,30.0,153.0,118.0,294.0,168.0,748.0,320.0,8.0,6.0,6.0,38,11.0,22.0,0.27,0.55,11,50.0,11.5,0,4.7,4.7,0.9,1.3,169,4,0,1,1,0,0,21,48,30.4
44,André Ayew,ST,2023-2024,33.0,Ghana,Le Havre,Ligue 1,19,1104,12.3,12,7,197.0,266.0,74.1,8.0,4.0,1.0,23.0,127.0,157.0,80.9,55.0,72.0,76.4,5.0,9,55.6,5.0,0.0,5.0,5.0,0.0,0.0,0.0,389.0,45.0,181.0,168.0,389.0,255.0,1466.0,501.0,14.0,10.0,5.0,25,20.0,32.0,0.16,0.42,12,37.5,15.1,1,3.1,3.1,0.5,1.9,244,19,0,0,4,1,0,44,62,41.5
45,Jordan Ayew,LW,2023-2024,31.0,Ghana,Crystal Palace,Premier League,35,2543,28.3,30,5,681.0,920.0,74.0,25.0,26.0,10.0,63.0,417.0,478.0,87.2,213.0,285.0,74.7,24.0,74,32.4,4.0,7.0,11.0,4.0,0.0,0.0,0.0,1349.0,182.0,592.0,598.0,1349.0,836.0,5509.0,2119.0,74.0,55.0,20.0,85,80.0,48.0,0.08,0.21,19,39.6,18.2,0,3.9,3.9,2.7,0.1,876,42,8,5,97,10,22,33,61,35.1
46,Sardar Azmoun,ST,2023-2024,28.0,Iran,Roma,Serie A,23,585,6.5,3,20,108.0,156.0,69.2,8.0,4.0,1.0,14.0,69.0,90.0,76.7,34.0,42.0,81.0,2.0,5,40.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,232.0,24.0,110.0,101.0,232.0,137.0,607.0,206.0,5.0,9.0,1.0,17,10.0,16.0,0.19,0.43,7,43.8,13.1,0,2.9,2.9,0.5,0.1,152,4,1,1,2,1,0,13,15,46.4
47,Shavy Babicka,ST,2023-2024,23.0,Gabon,Toulouse,Ligue 1,12,373,4.1,4,8,77.0,127.0,60.6,2.0,7.0,3.0,8.0,41.0,58.0,70.7,27.0,45.0,60.0,5.0,6,83.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,182.0,17.0,63.0,104.0,182.0,132.0,912.0,379.0,17.0,4.0,6.0,13,3.0,8.0,0.13,0.25,4,50.0,18.7,0,0.6,0.6,0.4,0.4,122,3,0,0,13,3,0,5,6,45.5
48,Jaime Báez,LW,2023-2024,28.0,Uruguay,Frosinone,Serie A,11,500,5.6,6,5,141.0,202.0,69.8,8.0,9.0,0.0,29.0,68.0,87.0,78.2,50.0,64.0,78.1,16.0,33,48.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,248.0,31.0,110.0,111.0,248.0,143.0,892.0,431.0,12.0,6.0,2.0,11,11.0,9.0,0.11,0.5,2,22.2,23.5,1,0.5,0.5,0.8,0.5,182,20,4,1,24,2,14,4,5,44.4
49,Leon Bailey,RW,2023-2024,25.0,Jamaica,Aston Villa,Premier League,35,2068,23.0,22,13,573.0,790.0,72.5,52.0,51.0,7.0,82.0,327.0,391.0,83.6,184.0,242.0,76.0,48.0,82,58.5,10.0,9.0,19.0,10.0,0.0,0.0,0.0,1040.0,151.0,318.0,589.0,1040.0,717.0,5148.0,2495.0,102.0,47.0,41.0,51,41.0,53.0,0.19,0.56,18,34.0,16.1,1,6.3,6.3,7.3,3.7,745,40,2,7,75,9,29,14,24,36.8
50,Cédric Bakambu,ST,2023-2024,32.0,Democratic Republic of Congo,Betis,La Liga,4,194,2.2,2,2,26.0,39.0,66.7,3.0,0.0,0.0,4.0,14.0,20.0,70.0,7.0,12.0,58.3,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,3.0,35.0,28.0,66.0,35.0,210.0,110.0,5.0,2.0,3.0,11,4.0,4.0,0.0,0.0,1,25.0,15.8,0,0.4,0.4,0.4,-0.4,35,4,0,0,0,0,0,3,7,30.0
51,Dilane Bakwa,RW,2023-2024,20.0,France,Strasbourg,Ligue 1,31,2177,24.2,25,6,587.0,862.0,68.1,49.0,36.0,10.0,92.0,282.0,345.0,81.7,214.0,299.0,71.6,64.0,153,41.8,3.0,6.0,9.0,3.0,0.0,0.0,0.0,1158.0,127.0,487.0,577.0,1158.0,806.0,6019.0,2898.0,94.0,76.0,24.0,49,38.0,44.0,0.07,0.25,12,27.3,19.6,4,3.2,3.2,4.6,-0.2,705,154,49,5,155,33,72,12,22,35.3
52,Aliou Baldé,RW,2023-2024,20.0,Guinea,Nice,Ligue 1,7,69,0.8,0,7,15.0,30.0,50.0,0.0,0.0,0.0,2.0,12.0,17.0,70.6,2.0,9.0,22.2,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,5.0,19.0,36.0,58.0,35.0,353.0,161.0,5.0,5.0,1.0,2,0.0,3.0,0.0,0.0,2,66.7,19.3,0,0.1,0.1,0.0,-0.1,29,1,0,0,4,0,1,1,2,33.3
53,Folarin Balogun,ST,2023-2024,22.0,United States,Monaco,Ligue 1,29,1692,18.8,19,10,263.0,365.0,72.1,26.0,11.0,0.0,30.0,150.0,187.0,80.2,73.0,98.0,74.5,5.0,16,31.3,7.0,5.0,12.0,7.0,0.0,3.0,3.0,620.0,30.0,248.0,345.0,617.0,501.0,2890.0,793.0,35.0,18.0,29.0,80,42.0,63.0,0.11,0.27,26,41.3,14.0,0,11.0,8.5,1.9,-4.0,333,25,1,1,7,0,0,8,33,19.5
54,Mohamed Bamba,ST,2023-2024,21.0,Ivory Coast,Lorient,Ligue 1,16,1138,12.6,14,2,185.0,256.0,72.3,14.0,10.0,0.0,16.0,96.0,129.0,74.4,69.0,88.0,78.4,3.0,4,75.0,8.0,3.0,11.0,7.0,1.0,1.0,0.0,405.0,32.0,195.0,187.0,404.0,278.0,1675.0,762.0,25.0,22.0,13.0,31,25.0,37.0,0.19,0.41,17,45.9,12.1,0,6.4,5.6,1.2,1.6,228,25,0,0,2,1,0,23,29,44.2
55,Samuel Bamba,LW,2023-2024,19.0,Germany,Dortmund,Bundesliga,2,47,0.5,0,2,14.0,20.0,70.0,1.0,1.0,0.0,2.0,11.0,12.0,91.7,1.0,2.0,50.0,2.0,4,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,4.0,5.0,22.0,30.0,15.0,146.0,103.0,5.0,3.0,1.0,5,0.0,2.0,0.0,,0,0.0,12.6,0,0.3,0.3,0.1,-0.3,19,1,0,0,4,1,0,0,0,
56,Lameck Banda,LW,2023-2024,22.0,Zambia,Lecce,Serie A,21,1350,15.0,17,4,250.0,342.0,73.1,24.0,17.0,9.0,22.0,137.0,160.0,85.6,88.0,113.0,77.9,15.0,41,36.6,2.0,4.0,6.0,2.0,0.0,0.0,0.0,602.0,75.0,231.0,315.0,602.0,414.0,3556.0,1752.0,70.0,34.0,34.0,57,29.0,50.0,0.04,0.09,23,46.0,19.8,1,3.6,3.6,1.2,-1.6,325,15,2,2,51,4,9,9,16,36.0
57,Mamady Bangré,RW,2023-2024,22.0,Burkina Faso,Toulouse,Ligue 1,8,101,1.1,0,8,59.0,74.0,79.7,6.0,5.0,2.0,9.0,27.0,32.0,84.4,21.0,26.0,80.8,2.0,4,50.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,97.0,14.0,33.0,50.0,97.0,76.0,542.0,312.0,10.0,5.0,2.0,4,4.0,3.0,0.0,,0,0.0,16.1,0,0.1,0.1,0.6,-0.1,74,0,0,0,4,0,0,1,3,25.0
58,Léo Baptistão,RW,2023-2024,30.0,Brazil,Almería,La Liga,32,1837,20.4,22,10,366.0,568.0,64.4,19.0,8.0,2.0,45.0,217.0,297.0,73.1,104.0,157.0,66.2,23.0,49,46.9,6.0,0.0,6.0,6.0,0.0,0.0,0.0,793.0,123.0,416.0,267.0,793.0,399.0,2131.0,1118.0,26.0,21.0,8.0,38,17.0,48.0,0.13,0.33,18,37.5,16.7,0,5.3,5.3,1.0,0.7,534,31,0,3,27,8,0,48,70,40.7
59,Bradley Barcola,LW,2023-2024,20.0,France,2 Teams,Ligue 1,28,1640,18.2,21,7,506.0,652.0,77.6,33.0,22.0,1.0,65.0,331.0,399.0,83.0,153.0,191.0,80.1,12.0,27,44.4,4.0,7.0,11.0,4.0,0.0,0.0,0.0,931.0,107.0,307.0,539.0,931.0,742.0,5215.0,2841.0,104.0,56.0,58.0,52,13.0,33.0,0.12,0.36,11,33.3,14.1,0,4.6,4.6,4.6,-0.6,643,5,2,2,18,3,0,19,13,59.4
60,Kike Barja,LW,2023-2024,26.0,Spain,Osasuna,La Liga,16,303,3.4,3,13,83.0,114.0,72.8,5.0,6.0,3.0,8.0,44.0,50.0,88.0,24.0,34.0,70.6,8.0,17,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,15.0,55.0,98.0,165.0,109.0,712.0,357.0,17.0,8.0,5.0,17,7.0,4.0,0.0,0.0,2,50.0,14.1,0,0.2,0.2,0.4,-0.2,110,4,1,0,23,1,2,3,5,37.5
61,Harvey Barnes,LW,2023-2024,25.0,England,Newcastle Utd,Premier League,21,802,8.9,7,14,208.0,272.0,76.5,13.0,17.0,3.0,34.0,128.0,147.0,87.1,68.0,84.0,81.0,7.0,16,43.8,5.0,3.0,8.0,5.0,0.0,0.0,0.0,360.0,48.0,117.0,200.0,360.0,266.0,1782.0,1093.0,45.0,21.0,23.0,12,16.0,27.0,0.19,0.42,12,44.4,16.0,0,3.6,3.6,1.9,1.4,262,8,2,2,12,4,0,4,8,33.3
62,Ander Barrenetxea,LW,2023-2024,21.0,Spain,Real Sociedad,La Liga,29,1427,15.9,20,9,372.0,555.0,67.0,13.0,15.0,4.0,39.0,228.0,280.0,81.4,104.0,163.0,63.8,26.0,47,55.3,4.0,1.0,5.0,4.0,0.0,0.0,0.0,794.0,82.0,307.0,415.0,794.0,526.0,3503.0,1479.0,56.0,35.0,22.0,55,45.0,37.0,0.11,0.33,12,32.4,17.7,1,3.5,3.5,1.1,0.5,545,5,0,9,47,4,1,14,24,36.8
63,Ihlas Bebou,ST,2023-2024,29.0,Togo,Hoffenheim,Bundesliga,32,1636,18.2,16,16,360.0,514.0,70.0,15.0,15.0,4.0,38.0,208.0,262.0,79.4,106.0,158.0,67.1,20.0,34,58.8,7.0,5.0,12.0,7.0,0.0,0.0,0.0,755.0,101.0,272.0,393.0,755.0,430.0,2222.0,1052.0,42.0,36.0,22.0,63,25.0,38.0,0.18,0.5,14,36.8,17.1,0,4.9,4.9,3.0,2.1,462,49,0,2,35,40,0,32,45,41.6
64,Mohamed Bechikh,ST,2023-2024,18.0,France,Strasbourg,Ligue 1,2,14,0.2,0,2,5.0,5.0,100.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,9.0,1.0,10.0,5.0,42.0,24.0,0.0,0.0,0.0,1,0.0,0.0,,,0,,,0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,0,0,0,
65,Sheraldo Becker,ST,2023-2024,28.0,Suriname,2 Teams,2 Comps,26,1416,15.7,15,11,337.0,523.0,64.4,20.0,22.0,10.0,33.0,189.0,236.0,80.1,111.0,177.0,62.7,28.0,60,46.7,2.0,3.0,5.0,2.0,0.0,0.0,0.0,647.0,46.0,197.0,415.0,647.0,376.0,2713.0,1328.0,60.0,26.0,15.0,29,9.0,37.0,0.05,0.15,13,35.1,18.6,1,2.3,2.3,3.4,-0.3,497,24,0,1,103,14,3,5,20,20.0
66,Chris Bedia,ST,2023-2024,27.0,Ivory Coast,Union Berlin,Bundesliga,7,145,1.6,0,7,14.0,20.0,70.0,3.0,0.0,0.0,1.0,10.0,13.0,76.9,3.0,5.0,60.0,0.0,0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,40.0,2.0,17.0,23.0,40.0,23.0,80.0,31.0,1.0,1.0,1.0,6,1.0,3.0,0.33,1.0,1,33.3,16.9,0,0.2,0.2,0.2,0.8,19,1,0,0,0,0,0,3,7,30.0
67,Yanis Begraoui,ST,2023-2024,22.0,Morocco,Toulouse,Ligue 1,14,300,3.3,3,11,70.0,97.0,72.2,2.0,1.0,0.0,8.0,37.0,45.0,82.2,26.0,36.0,72.2,0.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,20.0,69.0,65.0,149.0,113.0,692.0,266.0,9.0,6.0,2.0,12,6.0,8.0,0.0,0.0,4,50.0,17.2,0,0.4,0.4,0.1,-0.4,89,6,1,0,5,1,2,4,8,33.3
68,Kevin Behrens,ST,2023-2024,32.0,Germany,2 Teams,Bundesliga,31,1878,20.9,21,10,327.0,511.0,64.0,24.0,15.0,1.0,62.0,179.0,255.0,70.2,103.0,145.0,71.0,25.0,43,58.1,5.0,1.0,6.0,5.0,0.0,0.0,0.0,738.0,55.0,323.0,367.0,738.0,354.0,1376.0,485.0,18.0,16.0,7.0,54,22.0,52.0,0.1,0.26,19,36.5,11.0,0,7.6,7.6,2.0,-2.6,494,14,0,0,10,3,0,124,107,53.7
69,Maximilian Beier,ST,2023-2024,20.0,Germany,Hoffenheim,Bundesliga,33,2420,26.9,29,4,384.0,550.0,69.8,24.0,27.0,9.0,30.0,241.0,299.0,80.6,101.0,152.0,66.4,7.0,17,41.2,16.0,1.0,17.0,16.0,0.0,0.0,0.0,872.0,61.0,315.0,505.0,872.0,547.0,2949.0,1373.0,61.0,32.0,36.0,79,32.0,82.0,0.2,0.41,39,47.6,15.4,0,11.4,11.4,3.0,4.6,498,50,0,1,38,8,1,20,40,33.3
70,Andrea Belotti,ST,2023-2024,29.0,Italy,2 Teams,Serie A,29,1628,18.1,17,12,248.0,356.0,69.7,13.0,5.0,1.0,23.0,154.0,200.0,77.0,68.0,94.0,72.3,8.0,15,53.3,6.0,2.0,8.0,6.0,0.0,0.0,0.0,540.0,31.0,251.0,263.0,540.0,318.0,1603.0,587.0,25.0,13.0,10.0,44,25.0,48.0,0.13,0.35,17,35.4,13.9,0,6.1,6.1,1.5,-0.1,322,33,1,0,8,2,0,53,65,44.9
71,Lucas Beltrán,SS,2023-2024,22.0,Argentina,Fiorentina,Serie A,32,1692,18.8,21,11,360.0,459.0,78.4,25.0,19.0,0.0,49.0,201.0,246.0,81.7,118.0,137.0,86.1,21.0,28,75.0,6.0,2.0,8.0,5.0,1.0,1.0,0.0,668.0,49.0,280.0,342.0,667.0,384.0,1500.0,542.0,12.0,10.0,6.0,56,31.0,30.0,0.17,0.71,7,23.3,15.5,0,3.8,3.0,1.9,2.2,438,19,2,3,7,4,0,22,58,27.5
72,Wissam Ben Yedder,ST,2023-2024,32.0,France,Monaco,Ligue 1,32,2316,25.7,26,6,555.0,752.0,73.8,37.0,34.0,1.0,96.0,345.0,430.0,80.2,149.0,210.0,71.0,22.0,33,66.7,16.0,2.0,18.0,15.0,1.0,1.0,0.0,958.0,33.0,411.0,523.0,957.0,757.0,3916.0,1391.0,52.0,31.0,23.0,49,39.0,63.0,0.24,0.52,29,46.0,11.5,0,12.4,11.6,5.7,3.6,698,51,3,2,9,3,0,15,28,34.9
73,Saïd Benrahma,LW,2023-2024,27.0,Algeria,2 Teams,2 Comps,25,1390,15.4,15,10,431.0,606.0,71.1,34.0,32.0,13.0,62.0,236.0,283.0,83.4,138.0,200.0,69.0,28.0,59,47.5,3.0,4.0,7.0,3.0,0.0,1.0,1.0,802.0,112.0,269.0,434.0,801.0,588.0,4011.0,1968.0,74.0,32.0,30.0,37,32.0,43.0,0.07,0.21,14,32.6,20.8,2,3.5,2.7,4.4,-0.5,566,36,9,1,84,2,25,2,20,9.1
74,Domenico Berardi,RW,2023-2024,28.0,Italy,Sassuolo,Serie A,17,1431,15.9,17,0,409.0,641.0,63.8,27.0,29.0,6.0,83.0,185.0,241.0,76.8,140.0,204.0,68.6,73.0,140,52.1,9.0,3.0,12.0,4.0,5.0,5.0,0.0,829.0,67.0,340.0,430.0,824.0,496.0,2734.0,1220.0,38.0,26.0,14.0,31,24.0,46.0,0.09,0.21,19,41.3,23.3,2,6.5,2.6,2.5,2.5,583,55,19,24,72,7,29,9,18,33.3
75,Álex Berenguer,LW,2023-2024,28.0,Spain,Athletic Club,La Liga,35,1592,17.7,15,20,373.0,596.0,62.6,33.0,17.0,10.0,30.0,210.0,258.0,81.4,99.0,156.0,63.5,43.0,124,34.7,7.0,3.0,10.0,6.0,1.0,1.0,0.0,818.0,87.0,259.0,480.0,816.0,442.0,2812.0,1430.0,61.0,35.0,23.0,42,36.0,31.0,0.19,0.55,11,35.5,16.4,3,5.2,4.4,4.0,1.8,478,117,38,5,138,13,65,20,42,32.3
76,Mergim Berisha,RW,2023-2024,25.0,Germany,2 Teams,Bundesliga,8,266,3.0,2,6,32.0,47.0,68.1,4.0,2.0,1.0,4.0,17.0,23.0,73.9,9.0,13.0,69.2,2.0,3,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,10.0,27.0,47.0,83.0,60.0,285.0,149.0,5.0,2.0,2.0,9,9.0,11.0,0.0,0.0,1,9.1,22.8,2,0.7,0.7,0.2,-0.7,43,3,0,1,3,0,0,4,10,28.6
77,Jan-Niklas Beste,LW,2023-2024,24.0,Germany,Heidenheim,Bundesliga,31,2603,28.9,31,0,543.0,947.0,57.3,70.0,30.0,17.0,57.0,242.0,316.0,76.6,168.0,292.0,57.5,116.0,256,45.3,8.0,11.0,19.0,8.0,0.0,1.0,1.0,1302.0,218.0,456.0,649.0,1301.0,653.0,4972.0,2149.0,80.0,57.0,12.0,52,32.0,48.0,0.17,0.44,18,37.5,22.0,10,4.3,3.5,6.3,3.7,675,269,85,13,279,34,145,8,20,28.6
78,Beto,ST,2023-2024,25.0,Guinea-Bissau,2 Teams,2 Comps,31,1025,11.4,10,21,118.0,191.0,61.8,17.0,6.0,0.0,16.0,73.0,106.0,68.9,37.0,56.0,66.1,5.0,7,71.4,3.0,0.0,3.0,3.0,0.0,1.0,1.0,390.0,30.0,148.0,216.0,389.0,198.0,1072.0,402.0,14.0,9.0,13.0,50,22.0,42.0,0.07,0.25,12,28.6,14.7,0,6.8,6.0,0.3,-3.8,188,3,0,1,5,1,0,47,58,44.8
79,El Bilal Touré,ST,2023-2024,21.0,Mali,Atalanta,Serie A,11,394,4.4,3,8,92.0,126.0,73.0,7.0,5.0,0.0,11.0,58.0,75.0,77.3,25.0,29.0,86.2,2.0,4,50.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,179.0,6.0,56.0,117.0,179.0,128.0,1009.0,417.0,16.0,15.0,2.0,18,16.0,12.0,0.17,0.5,4,33.3,15.2,0,1.2,1.2,0.6,0.8,124,2,0,1,2,0,0,14,14,50.0
